epoch,loss,val_loss
0,0.2625354528427124,0.12362601608037949
1,0.21400727331638336,0.1228020191192627
2,0.18076029419898987,0.12609529495239258
3,0.15961362421512604,0.12956997752189636
4,0.14677880704402924,0.1295223981142044
5,0.13804668188095093,0.12472162395715714
6,0.1302918642759323,0.11676394939422607
7,0.12259287387132645,0.10818620026111603
8,0.1155824065208435,0.1010444387793541
9,0.11033222079277039,0.09642977267503738
10,0.1074548214673996,0.09436935931444168
11,0.10660095512866974,0.09403500705957413
12,0.10662944614887238,0.09425394982099533
13,0.10626987367868423,0.09410717338323593
14,0.10474962741136551,0.09325824677944183
15,0.10198532789945602,0.09190341830253601
16,0.09838572144508362,0.09051740169525146
17,0.09453803300857544,0.08957301080226898
18,0.09096483886241913,0.08932160586118698
19,0.0880051776766777,0.0896892175078392
20,0.08579612523317337,0.09033799916505814
21,0.08430033177137375,0.0908803641796112
22,0.08334068208932877,0.09111344814300537
23,0.08265409618616104,0.09109213948249817
24,0.08198099583387375,0.09099314361810684
25,0.08116608113050461,0.09090381115674973
26,0.0802147313952446,0.09067635983228683
27,0.0792417824268341,0.08995141834020615
28,0.0783374086022377,0.08842961490154266
29,0.0775018036365509,0.08621183037757874
30,0.07672297209501266,0.08380290865898132
31,0.07603015005588531,0.08175763487815857
32,0.07542666047811508,0.08039132505655289
33,0.07486099749803543,0.07976634800434113
34,0.07430114597082138,0.07978874444961548
35,0.07377594709396362,0.08025402575731277
36,0.0733131468296051,0.08088710904121399
37,0.07287508994340897,0.0814749002456665
38,0.07239629328250885,0.0820113867521286
39,0.07185431569814682,0.08266497403383255
40,0.07127063721418381,0.08354124426841736
41,0.07070842385292053,0.08434699475765228
42,0.07026389241218567,0.08430519700050354
43,0.06992470473051071,0.08307003974914551
44,0.06956999748945236,0.08149339258670807
45,0.06915070116519928,0.08059988170862198
46,0.06867305189371109,0.08045786619186401
47,0.06827494502067566,0.08005771040916443
48,0.06803656369447708,0.07904567569494247
49,0.0678909420967102,0.0789712443947792
50,0.06772807240486145,0.0796632319688797
51,0.06752677261829376,0.07972312718629837
52,0.06734251230955124,0.07960031181573868
53,0.06730663031339645,0.07829009741544724
54,0.06734690815210342,0.07761400192975998
55,0.06721610575914383,0.0781577080488205
56,0.0670475959777832,0.07303185760974884
57,0.06742415577173233,0.07576094567775726
58,0.06683705002069473,0.08158984780311584
59,0.06709245592355728,0.0787302702665329
60,0.06651370227336884,0.07397817075252533
61,0.06650960445404053,0.07456114143133163
62,0.06631873548030853,0.0791018083691597
63,0.066434346139431,0.07887051999568939
64,0.06638037413358688,0.07525531202554703
65,0.06612218916416168,0.07412909716367722
66,0.06615825742483139,0.07679552584886551
67,0.06594144552946091,0.0787125900387764
68,0.06612187623977661,0.07595349848270416
69,0.06588762253522873,0.07418522238731384
70,0.06589826941490173,0.07558374106884003
71,0.06567055732011795,0.07750172168016434
72,0.06571724265813828,0.07636790722608566
73,0.06558095663785934,0.07431831955909729
74,0.06552956998348236,0.0749574601650238
75,0.06539061665534973,0.07710143178701401
76,0.06539173424243927,0.0764092355966568
77,0.06532790511846542,0.07412446290254593
78,0.06530535221099854,0.07391665130853653
79,0.0652303472161293,0.0758589655160904
80,0.06512896716594696,0.07611322402954102
81,0.06510861217975616,0.07379913330078125
82,0.0650501549243927,0.07406789064407349
83,0.06496236473321915,0.07626508921384811
84,0.0648733451962471,0.07627401500940323
85,0.06479565799236298,0.07454021275043488
86,0.06474565714597702,0.07485233247280121
87,0.06462188065052032,0.07527948170900345
88,0.06460855156183243,0.07187052071094513
89,0.06518805027008057,0.07410899549722672
90,0.0647427886724472,0.08180695027112961
91,0.0653538927435875,0.07871247828006744
92,0.0647306814789772,0.07192873954772949
93,0.06499442458152771,0.07246538996696472
94,0.06454344838857651,0.07769452035427094
95,0.06468416005373001,0.0767282024025917
96,0.06437935680150986,0.07068070024251938
97,0.06607087701559067,0.0727362111210823
98,0.065191350877285,0.08231049031019211
99,0.06467869132757187,0.08481898903846741
