epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
50,0.8906513452529907,0.08807095140218735,0.08807094395160675,0.8712798953056335,0.10798516869544983,0.10798516869544983
51,0.8908057808876038,0.08782355487346649,0.08782355487346649,0.8716389536857605,0.10760409384965897,0.10760409384965897
52,0.8909997344017029,0.08758646994829178,0.08758646994829178,0.8717024326324463,0.10727634280920029,0.10727635025978088
53,0.8912302851676941,0.08735892921686172,0.08735892921686172,0.8720462322235107,0.10685468465089798,0.10685468465089798
54,0.891425371170044,0.08714178204536438,0.08714178949594498,0.8724097013473511,0.10647047311067581,0.10647046566009521
55,0.8916319012641907,0.08693353831768036,0.08693353831768036,0.8727403283119202,0.10608486831188202,0.10608486086130142
56,0.8917731642723083,0.08673356473445892,0.08673356473445892,0.873020589351654,0.10564354062080383,0.10564354062080383
57,0.8919225335121155,0.08654110878705978,0.08654112368822098,0.8732351660728455,0.10530740022659302,0.10530739277601242
58,0.8920987248420715,0.08635630458593369,0.08635630458593369,0.8734847903251648,0.10491405427455902,0.10491404682397842
59,0.8922600150108337,0.08617690205574036,0.08617689460515976,0.8738023042678833,0.10461568832397461,0.1046156957745552
60,0.8924242258071899,0.08600229024887085,0.08600229769945145,0.8740650415420532,0.10428371280431747,0.10428371280431747
61,0.8925867080688477,0.08583319932222366,0.08583319932222366,0.8743014931678772,0.10398149490356445,0.10398150235414505
62,0.892713725566864,0.08566846698522568,0.08566845208406448,0.8745226860046387,0.10364300012588501,0.10364299267530441
63,0.8928504586219788,0.0855068638920784,0.0855068638920784,0.8747262954711914,0.10329718142747879,0.1032971665263176
64,0.8929728865623474,0.08534946292638779,0.08534946292638779,0.874912440776825,0.10299375653266907,0.10299375653266907
65,0.8931004405021667,0.08519493788480759,0.08519493788480759,0.8751620054244995,0.10270193219184875,0.10270191729068756
66,0.8932468891143799,0.0850449800491333,0.0850449874997139,0.8754532337188721,0.10240445286035538,0.10240444540977478
67,0.8934540152549744,0.08490268886089325,0.08490270376205444,0.8758254647254944,0.10212177783250809,0.10212177783250809
68,0.8935775756835938,0.08476468920707703,0.08476468175649643,0.8760050535202026,0.10182458162307739,0.10182458162307739
69,0.8936811089515686,0.08463012427091599,0.08463013172149658,0.8761495351791382,0.10156214237213135,0.10156214237213135
70,0.8938035368919373,0.08449763804674149,0.08449763804674149,0.8763838410377502,0.10128038376569748,0.10128037631511688
71,0.893918514251709,0.08436843752861023,0.08436844497919083,0.8767122626304626,0.10100606828927994,0.10100606083869934
72,0.893988311290741,0.08424355834722519,0.08424355834722519,0.8769290447235107,0.1007583737373352,0.1007583737373352
73,0.8941033482551575,0.08412060141563416,0.08412060141563416,0.8770932555198669,0.1004965603351593,0.1004965603351593
74,0.8942515254020691,0.08400031924247742,0.08400031924247742,0.8772684335708618,0.10027436167001724,0.10027435421943665
75,0.8943544626235962,0.08388294279575348,0.08388294279575348,0.8774830102920532,0.10003004968166351,0.10003004223108292
76,0.8943933844566345,0.08376868069171906,0.08376868069171906,0.8776078224182129,0.09982998669147491,0.09982998669147491
77,0.8945306539535522,0.0836576372385025,0.0836576372385025,0.877815842628479,0.09959341585636139,0.09959340840578079
78,0.8946273326873779,0.08354872465133667,0.08354872465133667,0.8778355121612549,0.09941087663173676,0.09941087663173676
79,0.8947377800941467,0.08344138413667679,0.08344137668609619,0.8779910206794739,0.0992228239774704,0.099222831428051
80,0.8948144316673279,0.08333878964185715,0.08333878964185715,0.8781377077102661,0.09904245287179947,0.09904245287179947
81,0.8948361873626709,0.08323896676301956,0.08323896676301956,0.8782296776771545,0.098837710916996,0.0988377183675766
82,0.8949179649353027,0.0831403061747551,0.0831403061747551,0.8782187104225159,0.0986982211470604,0.09869822859764099
83,0.8950152397155762,0.08304277807474136,0.08304277062416077,0.8784814476966858,0.0984458327293396,0.0984458327293396
84,0.8950821757316589,0.08294665068387985,0.08294665813446045,0.8785974979400635,0.09823360294103622,0.09823360294103622
85,0.8951044678688049,0.08285248279571533,0.08285248279571533,0.8786522746086121,0.09804234653711319,0.09804234653711319
86,0.8951525688171387,0.08276023715734482,0.08276023715734482,0.8787901997566223,0.09784532338380814,0.09784533083438873
87,0.8952755331993103,0.08266808837652206,0.08266808837652206,0.8790179491043091,0.09764087200164795,0.09764087200164795
88,0.8953453302383423,0.08257744461297989,0.08257744461297989,0.8790507912635803,0.0974639430642128,0.0974639430642128
89,0.8954100012779236,0.08248940110206604,0.08248940110206604,0.8792150020599365,0.09727981686592102,0.09727981686592102
90,0.8954866528511047,0.08240368962287903,0.08240368217229843,0.8792872428894043,0.09711706638336182,0.09711706638336182
91,0.8955106735229492,0.08231974393129349,0.08231974393129349,0.879420816898346,0.0969514399766922,0.0969514399766922
92,0.8956102132797241,0.08223588019609451,0.08223587274551392,0.8795477747917175,0.0967785120010376,0.0967785120010376
93,0.8956348299980164,0.08215314894914627,0.08215314894914627,0.8796572685241699,0.09658973664045334,0.09658972918987274
94,0.8956714272499084,0.08207197487354279,0.08207198232412338,0.8797580003738403,0.09638243913650513,0.09638243168592453
95,0.8957063555717468,0.08199107646942139,0.08199107646942139,0.8798609375953674,0.09620370715856552,0.09620370715856552
96,0.8957515358924866,0.08190970122814178,0.08190970122814178,0.8798937797546387,0.09604691714048386,0.09604691714048386
97,0.8957881331443787,0.08182990550994873,0.08182992041110992,0.8799529075622559,0.09588132053613663,0.09588132053613663
98,0.8958132863044739,0.08175140619277954,0.08175139874219894,0.8800842761993408,0.09567570686340332,0.09567570686340332
99,0.895875096321106,0.08167469501495361,0.08167468756437302,0.8801937103271484,0.09551791846752167,0.09551791846752167
100,0.8959059715270996,0.08160018920898438,0.08160018175840378,0.8803776502609253,0.09530829638242722,0.09530829638242722
101,0.8959460258483887,0.08152727037668228,0.08152727037668228,0.8804477453231812,0.09519428759813309,0.09519428014755249
102,0.8959660530090332,0.08145559579133987,0.08145559579133987,0.8805287480354309,0.09503230452537537,0.09503230452537537
103,0.8960358500480652,0.08138519525527954,0.08138518780469894,0.8805813193321228,0.09490666538476944,0.09490666538476944
104,0.8960981965065002,0.08131604641675949,0.08131604641675949,0.8807564377784729,0.09473888576030731,0.09473889321088791
105,0.8961382508277893,0.08124794065952301,0.08124794065952301,0.8807696104049683,0.09460195899009705,0.09460195153951645
106,0.8961611390113831,0.08118047565221786,0.08118048310279846,0.8809272646903992,0.09442102164030075,0.09442100673913956
107,0.896234393119812,0.081113301217556,0.081113301217556,0.8810126185417175,0.09430093318223953,0.09430092573165894
108,0.8962813019752502,0.08104804903268814,0.08104803413152695,0.8811506032943726,0.09411729127168655,0.09411727637052536
109,0.8963556289672852,0.08098418265581131,0.0809841975569725,0.8812556862831116,0.09398017823696136,0.09398019313812256
110,0.896418035030365,0.08092186599969864,0.08092187345027924,0.8812994956970215,0.09385538846254349,0.09385538101196289
111,0.896458625793457,0.08086061477661133,0.08086060732603073,0.8813586235046387,0.09373851865530014,0.09373854100704193
112,0.8965404629707336,0.0808001384139061,0.0808001309633255,0.8814659118652344,0.09358134120702744,0.09358134865760803
113,0.896550714969635,0.08074039220809937,0.08074039220809937,0.8816257119178772,0.09341926127672195,0.09341927617788315
114,0.8966045379638672,0.08068139851093292,0.08068139851093292,0.8816519975662231,0.09331333637237549,0.09331333637237549
115,0.8966594338417053,0.08062390983104706,0.08062390238046646,0.8817067742347717,0.09316076338291168,0.09316077828407288
116,0.8966994881629944,0.08056730031967163,0.08056730031967163,0.881739616394043,0.09304479509592056,0.09304480254650116
117,0.8967252373695374,0.08051123470067978,0.08051122725009918,0.8818162083625793,0.0928914025425911,0.0928914025425911
118,0.8967498540878296,0.08045555651187897,0.08045554906129837,0.8818818926811218,0.09274767339229584,0.09274769574403763
119,0.8967933058738708,0.08040088415145874,0.08040087670087814,0.8819388747215271,0.09261074662208557,0.09261074662208557
120,0.8968281745910645,0.08034709841012955,0.08034709095954895,0.8820767998695374,0.09248826652765274,0.09248826652765274
121,0.8968979716300964,0.08029414713382721,0.08029414713382721,0.8821227550506592,0.09236542880535126,0.09236542880535126
122,0.8969597816467285,0.08024273812770844,0.08024272322654724,0.8822256922721863,0.09225616604089737,0.09225616604089737
123,0.8969906568527222,0.08019228279590607,0.08019229024648666,0.8823023438453674,0.09215249121189117,0.09215249121189117
124,0.8970118165016174,0.08014198392629623,0.08014198392629623,0.8824008703231812,0.0920729860663414,0.0920729860663414
125,0.8970398902893066,0.0800919458270073,0.0800919458270073,0.8824993968009949,0.09191716462373734,0.09191718697547913
126,0.8970724940299988,0.08004225045442581,0.08004225045442581,0.8825979232788086,0.09184767305850983,0.09184767305850983
127,0.8971182703971863,0.07999287545681,0.0799928680062294,0.8825935125350952,0.09171764552593231,0.09171763807535172
128,0.8971531391143799,0.07994409650564194,0.07994409650564194,0.8827424049377441,0.09163760393857956,0.09163760393857956
129,0.8971726298332214,0.07989576458930969,0.07989576458930969,0.8828694224357605,0.0915045291185379,0.0915045291185379
130,0.8972200751304626,0.07984815537929535,0.07984815537929535,0.8829219937324524,0.09141097217798233,0.09141097217798233
131,0.897255003452301,0.07980093359947205,0.07980092614889145,0.8830095529556274,0.09129957854747772,0.09129957109689713
132,0.8972836136817932,0.07975482940673828,0.07975483685731888,0.883057713508606,0.09119804948568344,0.09119804948568344
133,0.8972973227500916,0.07970931380987167,0.07970931380987167,0.8831015229225159,0.09108717739582062,0.09108716994524002
134,0.8973236083984375,0.07966399937868118,0.07966398447751999,0.8831716179847717,0.09098092466592789,0.09098092466592789
135,0.8973568081855774,0.0796189159154892,0.0796189233660698,0.8832000494003296,0.09087561070919037,0.09087560325860977
136,0.897420346736908,0.07957401871681213,0.07957403361797333,0.8832722902297974,0.09078425168991089,0.09078425168991089
137,0.8974598050117493,0.07952939718961716,0.07952939718961716,0.8833489418029785,0.09066732972860336,0.09066733717918396
138,0.8974820971488953,0.0794852077960968,0.0794852077960968,0.8834255933761597,0.09056698530912399,0.09056699275970459
139,0.8975038528442383,0.0794413611292839,0.07944134622812271,0.8834694027900696,0.09048382937908173,0.09048382192850113
140,0.8975513577461243,0.07939798384904861,0.07939799875020981,0.8836489319801331,0.09037046879529953,0.09037046134471893
141,0.8975667953491211,0.07935573160648346,0.07935573160648346,0.8837211728096008,0.09030265361070633,0.09030265361070633
142,0.8976022601127625,0.0793139785528183,0.0793139711022377,0.8838109374046326,0.09018055349588394,0.09018054604530334
143,0.897600531578064,0.0792720839381218,0.07927209138870239,0.8839094638824463,0.09007303416728973,0.09007302671670914
144,0.8976652026176453,0.07923043519258499,0.07923043519258499,0.8840386867523193,0.08997335284948349,0.08997336775064468
145,0.8977097868919373,0.07918869704008102,0.07918869704008102,0.8840868473052979,0.08987507224082947,0.08987507224082947
146,0.8977447152137756,0.07914711534976959,0.079147107899189,0.8842204213142395,0.08976178616285324,0.08976179361343384
147,0.8977813124656677,0.07910587638616562,0.07910587638616562,0.8843320608139038,0.08965151757001877,0.08965152502059937
148,0.8978270888328552,0.0790652185678482,0.0790652185678482,0.8844831585884094,0.08953842520713806,0.08953842520713806
149,0.8978642821311951,0.07902496308088303,0.07902496308088303,0.8846298456192017,0.08942973613739014,0.08942972868680954
150,0.8978934288024902,0.07898496836423874,0.07898498326539993,0.8846758604049683,0.08936650305986404,0.08936648815870285
151,0.8979500532150269,0.07894521206617355,0.07894521206617355,0.8847327828407288,0.08926970511674881,0.0892697125673294
152,0.8979512453079224,0.07890614867210388,0.07890614867210388,0.884774386882782,0.08918745070695877,0.08918745815753937
153,0.8979758024215698,0.07886683195829391,0.07886683195829391,0.884870707988739,0.08907932788133621,0.08907932043075562
154,0.8980050086975098,0.07882743328809738,0.07882743328809738,0.8849363923072815,0.08900430798530579,0.08900430798530579
155,0.8980187177658081,0.07878842204809189,0.07878842204809189,0.885008692741394,0.08891458809375763,0.08891460299491882
156,0.8980507850646973,0.07874937355518341,0.07874937355518341,0.8850699663162231,0.08883751183748245,0.08883749693632126
157,0.8980507850646973,0.07871052622795105,0.07871052622795105,0.8850765228271484,0.08874963223934174,0.08874963223934174
158,0.898077666759491,0.07867220789194107,0.07867220789194107,0.885122537612915,0.08867048472166061,0.08867047727108002
159,0.8981005549430847,0.07863391190767288,0.07863391935825348,0.8852517008781433,0.08858001977205276,0.08858001977205276
160,0.8981188535690308,0.07859589159488678,0.07859588414430618,0.885245144367218,0.08850958943367004,0.08850958943367004
161,0.8981211185455322,0.07855845987796783,0.07855845242738724,0.8853240013122559,0.0884108915925026,0.0884108915925026
162,0.8981714844703674,0.07852143049240112,0.07852143049240112,0.8854027986526489,0.08832797408103943,0.08832797408103943
163,0.8981691598892212,0.07848473638296127,0.07848473638296127,0.8854093551635742,0.08824356645345688,0.08824356645345688
164,0.8981691598892212,0.07844813168048859,0.07844813168048859,0.8855407238006592,0.08815335482358932,0.08815336227416992
165,0.8982183933258057,0.07841204851865768,0.07841204851865768,0.8855823278427124,0.08806434273719788,0.08806432783603668
166,0.8982435464859009,0.07837647199630737,0.07837647199630737,0.8855955004692078,0.08798562735319138,0.08798563480377197
167,0.8982841968536377,0.07834085077047348,0.07834084331989288,0.8856896162033081,0.0878896564245224,0.08788967877626419
168,0.8983322381973267,0.07830488681793213,0.07830488681793213,0.8858538866043091,0.08779356628656387,0.08779356628656387
169,0.8983785510063171,0.07826865464448929,0.07826864719390869,0.8858888745307922,0.08771206438541412,0.08771204948425293
170,0.8984300494194031,0.07823240011930466,0.07823240011930466,0.8860049247741699,0.0876186415553093,0.08761864900588989
171,0.8984569311141968,0.07819663733243942,0.07819663733243942,0.8860750198364258,0.08755162358283997,0.08755161613225937
172,0.8984420895576477,0.0781613439321518,0.0781613439321518,0.886142909526825,0.08746400475502014,0.08746399730443954
173,0.8984569311141968,0.07812623679637909,0.0781262218952179,0.8861735463142395,0.08738704770803452,0.08738706260919571
174,0.898459255695343,0.07809114456176758,0.07809114456176758,0.88623046875,0.08732408285140991,0.08732408285140991
175,0.8984769582748413,0.07805600762367249,0.07805600017309189,0.8863596320152283,0.08725763112306595,0.08725763112306595
176,0.898481547832489,0.07802065461874008,0.07802064716815948,0.8864866495132446,0.08716017752885818,0.08716018497943878
177,0.8985015749931335,0.07798515260219574,0.07798516005277634,0.8865304589271545,0.0871046856045723,0.0871046930551529
178,0.8985359072685242,0.0779503881931305,0.0779503881931305,0.8865851759910583,0.087042436003685,0.0870424434542656
179,0.8985691070556641,0.07791569083929062,0.07791569083929062,0.886604905128479,0.08697374910116196,0.08697374910116196
180,0.8986228704452515,0.07788129150867462,0.07788129150867462,0.8867143988609314,0.08688127249479294,0.08688127249479294
181,0.8986709117889404,0.07784700393676758,0.07784700393676758,0.8868019580841064,0.08681133389472961,0.08681133389472961
182,0.8987172245979309,0.07781293243169785,0.07781293243169785,0.8868588805198669,0.08675128221511841,0.08675125986337662
183,0.8987475633621216,0.07777880132198334,0.07777879387140274,0.8868851661682129,0.08669359982013702,0.08669359982013702
184,0.898752748966217,0.0777444839477539,0.07774447649717331,0.8870537877082825,0.08659996837377548,0.08659996837377548
185,0.8987687230110168,0.07771001756191254,0.07771001011133194,0.8871435523033142,0.08652010560035706,0.08652010560035706
186,0.8987744450569153,0.07767578959465027,0.07767578959465027,0.8872508406639099,0.08644921332597733,0.08644922822713852
187,0.8988156318664551,0.07764241844415665,0.07764241844415665,0.8873690366744995,0.0863894671201706,0.08638947457075119
188,0.8988299369812012,0.0776093602180481,0.0776093602180481,0.8873887658119202,0.08630601316690445,0.08630601316690445
189,0.898848831653595,0.07757645845413208,0.07757645845413208,0.8873822093009949,0.08625591546297073,0.08625591546297073
190,0.8988791704177856,0.07754387706518173,0.07754387706518173,0.8874829411506653,0.08617539703845978,0.08617540448904037
191,0.8989272117614746,0.07751193642616272,0.07751193642616272,0.8875376582145691,0.08611754328012466,0.08611754328012466
192,0.8989386558532715,0.077480249106884,0.077480249106884,0.8876318335533142,0.08605131506919861,0.08605131506919861
193,0.8989890217781067,0.07744887471199036,0.07744887471199036,0.887686550617218,0.0859922468662262,0.0859922468662262
194,0.8990198969841003,0.07741831988096237,0.07741831243038177,0.8877259492874146,0.08593085408210754,0.08593085408210754
195,0.8990381956100464,0.07738801836967468,0.07738802582025528,0.8877894878387451,0.08586052805185318,0.08586052060127258
196,0.8990307450294495,0.07735791057348251,0.07735791057348251,0.8878157138824463,0.08580058068037033,0.08580057322978973
197,0.8990828394889832,0.07732835412025452,0.07732833921909332,0.8878551721572876,0.08574238419532776,0.08574238419532776
198,0.8991337418556213,0.07729888707399368,0.07729888707399368,0.8879120945930481,0.08566837757825851,0.08566837757825851
199,0.8991497755050659,0.07726899534463882,0.07726899534463882,0.8879427313804626,0.08560797572135925,0.08560797572135925
200,0.8991560339927673,0.0772397518157959,0.0772397518157959,0.8879996538162231,0.08556906878948212,0.08556905388832092
201,0.8991674780845642,0.0772106721997261,0.0772106721997261,0.8880653381347656,0.0855305939912796,0.0855305939912796
202,0.8991800546646118,0.0771816298365593,0.0771816298365593,0.8881091475486755,0.08548755198717117,0.08548757433891296
203,0.899208664894104,0.07715252786874771,0.07715252786874771,0.8881617188453674,0.08545734733343124,0.08545734733343124
204,0.8992453217506409,0.07712312042713165,0.07712312042713165,0.8881310224533081,0.08541874587535858,0.08541875332593918
205,0.8992927670478821,0.07709366828203201,0.07709366828203201,0.8881047964096069,0.08540195226669312,0.08540195971727371
206,0.8993110656738281,0.07706399261951447,0.07706399261951447,0.8881288766860962,0.08536326140165329,0.08536326885223389
207,0.8993528485298157,0.07703477889299393,0.07703477889299393,0.8881047964096069,0.08535726368427277,0.08535727113485336
208,0.8993385434150696,0.07700596749782562,0.07700597494840622,0.8881617188453674,0.08532270789146423,0.08532270044088364
209,0.8994094729423523,0.07697731256484985,0.07697731256484985,0.8880981802940369,0.08531507104635239,0.08531506359577179
210,0.8994089365005493,0.07694871723651886,0.07694870233535767,0.8881967067718506,0.085273377597332,0.085273377597332
211,0.8994649648666382,0.07692070305347443,0.07692068815231323,0.8881726264953613,0.08525341749191284,0.08525341749191284
212,0.8994587063789368,0.07689353078603745,0.07689353078603745,0.8883215188980103,0.08518629521131516,0.08518629521131516
213,0.8995215892791748,0.07686706632375717,0.07686706632375717,0.888271152973175,0.08517750352621078,0.08517750352621078
214,0.8995370864868164,0.07684047520160675,0.07684047520160675,0.8883500099182129,0.08512867987155914,0.08512867987155914
215,0.8995673656463623,0.07681411504745483,0.07681411504745483,0.8883784413337708,0.08510841429233551,0.08510841429233551
216,0.8996211886405945,0.07678788155317307,0.07678787410259247,0.8884332180023193,0.08505029231309891,0.08505028486251831
217,0.8996177315711975,0.07676204293966293,0.07676204293966293,0.8884660601615906,0.08502266556024551,0.08502267301082611
218,0.8996577858924866,0.07673688232898712,0.07673686742782593,0.8884901404380798,0.08496371656656265,0.08496370911598206
219,0.8996560573577881,0.07671188563108444,0.07671188563108444,0.8885711431503296,0.08492933213710785,0.08492933958768845
220,0.8997109532356262,0.07668709009885788,0.07668709009885788,0.8886521458625793,0.08488231897354126,0.08488231152296066
221,0.8997350335121155,0.07666273415088654,0.07666273415088654,0.8886346220970154,0.08485554903745651,0.08485554903745651
222,0.8997784852981567,0.07663803547620773,0.07663804292678833,0.8886302709579468,0.08481702208518982,0.08481701463460922
223,0.8998110890388489,0.0766133964061737,0.0766134038567543,0.8886959552764893,0.08478130400180817,0.08478131145238876
224,0.8998505473136902,0.07658856362104416,0.07658855617046356,0.8887353539466858,0.08474105596542358,0.08474106341600418
225,0.8998894691467285,0.07656408846378326,0.07656408101320267,0.8887835741043091,0.0847075954079628,0.0847075879573822
226,0.8998831510543823,0.07653988897800446,0.07653988897800446,0.8887813687324524,0.08468904346227646,0.08468904346227646
227,0.8999306559562683,0.0765160620212555,0.0765160545706749,0.8888120055198669,0.08467021584510803,0.08467021584510803
228,0.8999506831169128,0.07649240642786026,0.07649240642786026,0.8888076543807983,0.08464103937149048,0.08464103937149048
229,0.8999478220939636,0.0764688029885292,0.07646878808736801,0.888899564743042,0.08460705727338791,0.08460705727338791
230,0.899939239025116,0.07644526660442352,0.07644526660442352,0.8889280557632446,0.08458200842142105,0.08458200842142105
231,0.8999598622322083,0.07642187178134918,0.07642187178134918,0.8889521360397339,0.08453338593244553,0.08453338593244553
232,0.8999689817428589,0.0763985738158226,0.0763985738158226,0.8889784216880798,0.08450764417648315,0.08450764417648315
233,0.8999964594841003,0.0763755813241005,0.0763755738735199,0.8889433741569519,0.08449402451515198,0.08449401706457138
234,0.9000033140182495,0.07635301351547241,0.07635301351547241,0.889055073261261,0.08443613350391388,0.08443613350391388
235,0.9000250697135925,0.07633011788129807,0.07633011043071747,0.889072597026825,0.08443201333284378,0.08443201333284378
236,0.900053083896637,0.07630707323551178,0.07630708813667297,0.8891185522079468,0.08437686413526535,0.08437687158584595
237,0.9000937342643738,0.07628427445888519,0.07628427445888519,0.8891185522079468,0.0843634232878685,0.0843634232878685
238,0.9001131653785706,0.07626146823167801,0.0762614756822586,0.8892455697059631,0.08430104702711105,0.08430105447769165
239,0.9001320600509644,0.07623854279518127,0.07623854279518127,0.8892718553543091,0.08425841480493546,0.08425840735435486
240,0.9001451730728149,0.07621552050113678,0.07621552050113678,0.8893572092056274,0.08422058075666428,0.08422058075666428
241,0.900159478187561,0.07619253545999527,0.07619252055883408,0.8894469738006592,0.08418868482112885,0.08418868482112885
242,0.9001920819282532,0.07616981118917465,0.07616981118917465,0.8894601464271545,0.08415574580430984,0.08415574580430984
243,0.900254487991333,0.07614725083112717,0.07614725083112717,0.8895126581192017,0.08413086086511612,0.08413086086511612
244,0.9002653360366821,0.0761246308684349,0.0761246383190155,0.8895105123519897,0.08409330993890762,0.08409330248832703
245,0.900302529335022,0.07610189914703369,0.07610189914703369,0.8895126581192017,0.08405935764312744,0.08405935764312744
246,0.9003391265869141,0.07607907056808472,0.07607907056808472,0.8895083069801331,0.08402727544307709,0.08402727544307709
247,0.9003597497940063,0.07605614513158798,0.07605614513158798,0.8895192742347717,0.08399113267660141,0.08399111777544022
248,0.9003711938858032,0.07603338360786438,0.07603338360786438,0.8894995450973511,0.0839754045009613,0.0839754119515419
